iter,ns,epot,ekin,etot,T,ext_force_x_atom0,ext_force_x_atom1026,molecular_extension,t
905000,0.9049999999999999,[-1329.0968104600906],[1004.72766113],[-324.36914933],[328.20639942],0.6174774169921875,-0.7558597922325134,14.001862525939941,21284.5502512455
910000,0.9099999999999999,[-921.761491060257],[1032.13537598],[110.37388492],[337.15945979],0.7716293334960938,-0.039649344980716705,15.48330307006836,21400.212164402008
915000,0.9149999999999999,[-1016.3555485010147],[980.62347412],[-35.73207438],[320.33247623],0.6256370544433594,-0.5834504961967468,14.565074920654297,21515.314819335938
920000,0.9199999999999999,[-667.144521355629],[1018.56036377],[351.41584241],[332.72501845],0.4962211549282074,-0.6673132181167603,14.755250930786133,21630.255504131317
925000,0.9249999999999999,[-1225.75816488266],[999.5222168],[-226.23594809],[326.50597829],0.1784309446811676,-0.8647348284721375,15.132467269897461,21745.668471097946
930000,0.9299999999999999,[-918.324865937233],[998.4041748],[80.07930887],[326.1407564],0.21011963486671448,-1.1273483037948608,14.473005294799805,21861.835276842117
935000,0.9349999999999999,[-912.837923169136],[1031.58105469],[118.74313152],[336.97838406],0.6966544985771179,-0.6564577221870422,14.510189056396484,21978.046199798584
940000,0.94,[-972.7778968811035],[1025.61853027],[52.84063339],[335.0306536],0.8837509155273438,-0.5965337753295898,14.268550872802734,22093.81312227249
945000,0.945,[-787.1686143875122],[1046.79870605],[259.63009167],[341.94941328],1.4019516706466675,-0.10376343876123428,14.281269073486328,22209.273797750473
950000,0.95,[-822.2649779319763],[1028.54614258],[206.28116465],[335.98699344],1.4903846979141235,-0.3713015019893646,13.467697143554688,22324.34721016884
955000,0.955,[-1065.9675670862198],[1009.23382568],[-56.7337414],[329.67839238],1.0403603315353394,-0.2776506841182709,14.903477668762207,22439.59880399704
960000,0.96,[-1424.8716435432434],[1102.48034668],[-322.39129686],[360.13849226],0.8597397208213806,-0.8103872537612915,14.09977912902832,22554.405695438385
965000,0.965,[-1058.8315044641495],[1033.51171875],[-25.31978571],[337.60905875],0.6399124264717102,-1.050169825553894,14.126482963562012,22669.177410125732
970000,0.97,[-890.1223019361496],[997.75396729],[107.63166535],[325.92835828],0.5670517086982727,-0.9953820109367371,14.522196769714355,22784.763123750687
975000,0.975,[-1617.6845257282257],[1031.81347656],[-585.87104917],[337.05430747],0.763074517250061,-0.8798853754997253,14.397473335266113,22900.681242227554
980000,0.98,[-1154.1068706512451],[1051.93444824],[-102.17242241],[343.62706536],0.8117843866348267,-0.7299575805664062,14.727109909057617,23016.578011751175
985000,0.985,[-1089.8841316699982],[1034.26953125],[-55.61460042],[337.85660733],0.482034295797348,-1.1777061223983765,14.508706092834473,23132.840661764145
990000,0.99,[-1057.957759141922],[1018.68804932],[-39.26970983],[332.76672847],0.6495063900947571,-1.294760823249817,13.873980522155762,23248.60985803604
995000,0.995,[-961.9125003814697],[1017.27099609],[55.35849571],[332.30383096],0.48466187715530396,-1.3353908061981201,14.261109352111816,23364.149995803833
1000000,1.0,[-1466.2040417194366],[1027.6640625],[-438.53997922],[335.69885136],0.6957504153251648,-0.6905695199966431,15.422033309936523,23479.54494357109
1005000,1.005,[-1005.6814564466476],[1044.30603027],[38.62457383],[341.1351507],0.8592681884765625,-0.6417016983032227,15.211999893188477,23594.43329501152
1010000,1.01,[-1200.3076833486557],[1014.58215332],[-185.72553003],[331.42548806],0.8038040399551392,-0.5469567179679871,15.664114952087402,23710.179550886154
1015000,1.015,[-932.798064827919],[1005.87316895],[73.07510412],[328.58059335],0.8661834597587585,-0.5791544318199158,15.504263877868652,23825.720749139786
1020000,1.02,[-1537.9319286346436],[996.93780518],[-540.99412346],[325.66174909],1.151251196861267,-0.434964656829834,15.228660583496094,23941.921011924744
1025000,1.025,[-1332.9792845249176],[981.09667969],[-351.88260484],[320.48705453],1.2130882740020752,-0.7519548535346985,14.358184814453125,24058.37787103653
1030000,1.03,[-1502.947493314743],[1023.09240723],[-479.85508609],[334.20546506],1.0418838262557983,-0.6465581059455872,15.126279830932617,24174.08234190941
1035000,1.035,[-601.4005496501923],[968.39599609],[366.99544644],[316.33822317],0.6178787350654602,-0.9790508151054382,15.431652069091797,24290.346410512924
1040000,1.04,[-796.647379398346],[1026.81286621],[230.16548681],[335.42079783],0.4050399959087372,-1.1531790494918823,15.605020523071289,24406.61981320381
1045000,1.045,[-1050.9760845899582],[1004.68664551],[-46.28943908],[328.19300117],0.7884834408760071,-0.8878410458564758,15.386348724365234,24523.634717941284
1050000,1.05,[-765.3457555770874],[1051.7722168],[286.42646122],[343.57407051],0.2778732478618622,-1.2854732275009155,15.74533462524414,24640.346621990204
1055000,1.055,[-1238.586520433426],[1010.51690674],[-228.0696137],[330.09752627],0.3964187800884247,-1.6548868417739868,14.601953506469727,24756.491552114487
1060000,1.06,[-716.802526473999],[1024.62426758],[307.8217411],[334.70586571],0.210540771484375,-1.6367218494415283,15.188578605651855,24872.433917284012
1065000,1.065,[-1135.0961174964905],[1020.82147217],[-114.27464533],[333.46363676],0.6230857968330383,-1.2153300046920776,15.287229537963867,24988.922998428345
1070000,1.07,[-984.262265920639],[1057.20776367],[72.94549775],[345.3496574],1.3143157958984375,-0.7875597476959229,14.705135345458984,25104.811576128006
1075000,1.075,[-905.3289935588837],[1024.73400879],[119.40501523],[334.741714],1.3421143293380737,-0.6326361298561096,15.099502563476562,25221.467980861664
1080000,1.0799999999999998,[-935.9825155735016],[1021.80871582],[85.82620025],[333.78613179],1.2871360778808594,-0.8113172650337219,14.866790771484375,25336.91226696968
1085000,1.085,[-946.3343062400818],[981.53375244],[35.1994462],[320.62982962],1.2202316522598267,-0.9900714159011841,14.663715362548828,25452.00119304657
1090000,1.0899999999999999,[-1540.3215770721436],[1023.52160645],[-516.79997063],[334.34566816],1.5746910572052002,-0.9183079600334167,14.033531188964844,25567.440407276154
1095000,1.095,[-978.0056529045105],[1050.12927246],[72.12361956],[343.03738294],1.225061058998108,-0.9131444096565247,14.997069358825684,25682.784477710724
1100000,1.0999999999999999,[-796.2906584739685],[1036.57373047],[240.28307199],[338.60930178],1.0776970386505127,-1.1114567518234253,14.946218490600586,25797.91369342804
1105000,1.105,[-1048.6378741264343],[1028.12451172],[-20.51336241],[335.84926264],1.3183234930038452,-1.0918117761611938,14.470281600952148,25913.69505929947
1110000,1.1099999999999999,[-525.3604166507721],[1011.81396484],[486.45354819],[330.52122593],0.9794837832450867,-1.3438959121704102,14.763689041137695,26029.917580366135
1115000,1.115,[-1264.215667963028],[1024.2833252],[-239.93234277],[334.59449277],1.1170440912246704,-1.0470935106277466,15.238361358642578,26146.166089773178
1120000,1.1199999999999999,[-809.5026273727417],[960.32269287],[150.8200655],[313.70098137],1.3266998529434204,-0.9023235440254211,15.152739524841309,26261.918366909027
1125000,1.125,[-1246.3982915878296],[1000.20587158],[-246.19242001],[326.72930237],1.0316108465194702,-1.0493124723434448,15.599580764770508,26377.92323589325
1130000,1.13,[-699.3218894004822],[1012.94702148],[313.62513208],[330.89135254],1.2799469232559204,-0.7987422347068787,15.681758880615234,26493.237590551376
1135000,1.135,[-1239.1986856460571],[976.15692139],[-263.04176426],[318.87342295],1.0563446283340454,-1.116302728652954,15.523454666137695,26609.002672433853
1140000,1.14,[-1475.9467239379883],[1024.17297363],[-451.77375031],[334.5584451],0.8499404788017273,-1.1551836729049683,16.018856048583984,26725.283373832703
1145000,1.145,[-849.8112409114838],[1025.71459961],[175.9033587],[335.06203581],1.1331619024276733,-1.206316351890564,15.259561538696289,26841.18802332878
1150000,1.15,[-865.7901420593262],[994.90142822],[129.11128616],[324.99654202],0.7851219177246094,-1.5624665021896362,15.315877914428711,26957.687515497208
1155000,1.155,[-1287.9429726600647],[1026.20678711],[-261.73618555],[335.22281479],0.5222412347793579,-1.6251401901245117,15.892988204956055,27074.889502763748
1160000,1.16,[-1639.9607186317444],[983.4230957],[-656.53762293],[321.24700636],1.3118828535079956,-1.1286267042160034,15.236759185791016,27190.977472782135
1165000,1.165,[-689.3794145584106],[974.4854126],[285.10599804],[318.32740446],1.3150993585586548,-1.0527567863464355,15.49498462677002,27307.67388033867
1170000,1.17,[-1198.8298020362854],[1010.90563965],[-187.92416239],[330.22451056],0.6068512201309204,-1.6103088855743408,15.948317527770996,27423.07799887657
1175000,1.175,[-857.0879802703857],[1048.53088379],[191.44290352],[342.51525002],1.2413437366485596,-1.1787742376327515,15.5175142288208,27539.401224136353
1180000,1.18,[-1353.5927124023438],[1022.14959717],[-331.44311523],[333.8974848],1.1237564086914062,-1.5320613384246826,15.004857063293457,27654.836116552353
1185000,1.185,[-1250.4066529273987],[1002.4519043],[-247.95474863],[327.46299602],1.0564155578613281,-1.7814323902130127,14.626373291015625,27771.916746139526
1190000,1.19,[-1449.908627986908],[994.12536621],[-455.78326178],[324.74303201],1.1770546436309814,-1.522821307182312,15.047895431518555,27888.75567817688
1195000,1.1949999999999998,[-1351.1642789840698],[1018.40856934],[-332.75570965],[332.67543297],1.2878669500350952,-1.0853509902954102,15.941132545471191,28005.381924152374
1200000,1.2,[-725.878867149353],[1016.33929443],[290.46042728],[331.99947938],1.1900306940078735,-1.3675041198730469,15.55693244934082,28122.052309513092
1205000,1.2049999999999998,[-1122.015619277954],[1011.09777832],[-110.91784096],[330.28727497],1.687487006187439,-0.9407216310501099,15.456839561462402,28238.98174548149
1210000,1.21,[-1194.2637095451355],[999.4743042],[-194.78940535],[326.49032707],1.562416911125183,-1.1645450592041016,15.2864990234375,28356.402913331985
1215000,1.2149999999999999,[-1087.8224692344666],[1005.40240479],[-82.42006445],[328.42681257],1.5175179243087769,-1.185144066810608,15.423542976379395,28473.658098459244
1220000,1.22,[-727.2075481414795],[953.06445312],[225.85690498],[311.32998988],1.3699959516525269,-1.6441373825073242,14.721158027648926,28590.771822690964
1225000,1.2249999999999999,[-602.0746626853943],[1011.77740479],[409.7027421],[330.50928315],0.9636009335517883,-1.7663377523422241,15.507938385009766,28707.46892094612
1230000,1.23,[-1105.3226976394653],[1025.73352051],[-79.58917713],[335.06821655],1.5060745477676392,-1.4092460870742798,15.12077808380127,28824.157215833664
1235000,1.2349999999999999,[-1331.1745128631592],[996.69061279],[-334.48390007],[325.58100072],0.9754363894462585,-1.6238857507705688,15.987068176269531,28941.284494638443
1240000,1.24,[-1168.929681301117],[1005.63500977],[-163.29467154],[328.50279579],0.9391525387763977,-2.0235836505889893,15.154827117919922,29058.352635145187
1245000,1.2449999999999999,[-905.5859789848328],[998.70355225],[93.11757326],[326.23855165],1.562628149986267,-1.8108590841293335,14.204242706298828,29175.464250564575
1250000,1.25,[-1095.6696953773499],[999.06665039],[-96.60304499],[326.35716204],1.446955919265747,-1.8538528680801392,14.46223258972168,29293.02334165573
1255000,1.255,[-1242.5110788345337],[993.65332031],[-248.85775852],[324.58883253],1.5323623418807983,-1.7247473001480103,14.647774696350098,29409.915054798126
1260000,1.26,[-902.6833829879761],[982.38928223],[79.70589924],[320.90929873],1.6873306035995483,-1.7431923151016235,14.290534973144531,29526.564350128174
1265000,1.265,[-1495.5446672439575],[1044.18432617],[-451.36034107],[341.09539459],1.637825846672058,-1.7515417337417603,14.469717979431152,29643.39590525627
1270000,1.27,[-1231.7842741012573],[995.86376953],[-235.92050457],[325.3109024],1.8216164112091064,-1.4765018224716187,14.77413558959961,29760.461889266968
1275000,1.275,[-1259.5661993026733],[1014.47021484],[-245.09598446],[331.38892201],1.8524925708770752,-1.5063904523849487,14.698517799377441,29876.944173812866
1280000,1.28,[-754.556568145752],[1019.74615479],[265.18958664],[333.11237137],1.9025681018829346,-1.7082672119140625,14.144930839538574,29992.858385324478
1285000,1.285,[-864.811580657959],[1005.8949585],[141.08337784],[328.58771117],2.2258355617523193,-1.2420988082885742,14.578476905822754,30108.72010731697
1290000,1.29,[-932.2515506744385],[1023.4944458],[91.24289513],[334.33679581],2.3765361309051514,-1.355820655822754,13.993714332580566,30225.064159154892
1295000,1.295,[-1205.1622886657715],[969.80450439],[-235.35778427],[316.79832938],2.5791306495666504,-1.1662958860397339,14.037334442138672,30341.148897647858
1300000,1.3,[-1170.5093622207642],[1004.83740234],[-165.67195988],[328.24224771],2.8587639331817627,-1.091323733329773,13.601975440979004,30457.25745010376
1305000,1.305,[-1440.4699630737305],[992.3548584],[-448.11510468],[324.16467429],2.153599500656128,-1.416380763053894,14.628538131713867,30581.704965353012
1310000,1.3099999999999998,[-882.7596464157104],[1007.921875],[125.16222858],[329.24982788],2.5184171199798584,-1.2839441299438477,14.123879432678223,30706.954033136368
1315000,1.315,[-768.9944648742676],[1031.15515137],[262.16068649],[336.83925761],2.025622606277466,-1.8416979312896729,14.037775039672852,30832.385464429855
1320000,1.3199999999999998,[-1084.9162998199463],[1004.18432617],[-80.73197365],[328.02891251],1.5794540643692017,-2.186589002609253,14.36726188659668,30957.311232089996
1325000,1.325,[-602.2695465087891],[1061.39343262],[459.12388611],[346.71695661],1.9892418384552002,-2.042858362197876,13.778413772583008,31082.017312526703
1330000,1.3299999999999998,[-1088.9887742996216],[964.33349609],[-124.65527821],[315.01115858],1.4494956731796265,-2.453256130218506,14.178078651428223,31206.824303865433
1335000,1.335,[-1059.8249893188477],[995.2456665],[-64.57932281],[325.1089916],1.582148790359497,-2.308199882507324,14.285380363464355,31331.347223997116
1340000,1.3399999999999999,[-860.2485589981079],[1060.07849121],[199.82993221],[346.28741515],2.1304848194122314,-1.8114309310913086,14.232756614685059,31456.451159715652
1345000,1.345,[-1053.809697151184],[1012.39001465],[-41.4196825],[330.70939954],2.4543912410736084,-2.097102403640747,12.785106658935547,31581.574867725372
1350000,1.3499999999999999,[-343.2883024215698],[995.5491333],[652.26083088],[325.20812269],2.5832111835479736,-1.9476526975631714,12.91297435760498,31706.428920269012
1355000,1.355,[-898.2683773040771],[1013.37768555],[115.10930824],[331.03203415],2.529184341430664,-2.529292345046997,11.670236587524414,31831.6911509037
1360000,1.3599999999999999,[-1078.11625289917],[1025.42626953],[-52.68998337],[334.96784931],2.092176914215088,-2.6298940181732178,12.587545394897461,31956.61377120018
1365000,1.365,[-1110.375192642212],[991.72998047],[-118.64521217],[323.96055039],2.1436431407928467,-2.784879684448242,12.147708892822266,32081.170425653458
1370000,1.3699999999999999,[-853.2087249755859],[1025.33886719],[172.13014221],[334.93929828],1.6926742792129517,-3.1010806560516357,12.560922622680664,32206.3098385334
1375000,1.375,[-507.70923709869385],[1041.31835938],[533.60912228],[340.15919199],1.4236053228378296,-2.8607239723205566,13.910780906677246,32331.201271533966
1380000,1.38,[-895.9087963104248],[1008.77478027],[112.86598396],[329.52843966],1.6467338800430298,-2.8014724254608154,13.577381134033203,32457.347944021225
1385000,1.385,[-908.4695434570312],[1033.01550293],[124.54595947],[337.44696387],1.7533012628555298,-2.236593723297119,14.799454689025879,32582.37764787674
1390000,1.39,[-978.0795974731445],[1015.12939453],[37.04979706],[331.604251],2.012242078781128,-2.422891616821289,13.762651443481445,32707.512642383575
1395000,1.395,[-1096.4433517456055],[1020.20385742],[-76.23949432],[333.26188546],2.369464159011841,-1.909434199333191,14.229534149169922,32833.13885855675
1400000,1.4,[-1337.1288585662842],[970.07574463],[-367.05311394],[316.88693327],2.2946701049804688,-1.9340709447860718,14.431221008300781,32958.36109638214
